the_geom,MeterType,MeterNo,LONG,LAT,Status
POINT (-73.93473110000556 40.6967782190757),Strada,3193118,-73.9347311,40.6967782191,Active
POINT (-73.98547074572011 40.59725875320637),Strada,3543107,-73.9854707457,40.5972587532,Active
POINT (-73.9490207784986 40.80315124252628),Strada,1253013,-73.9490207785,40.8031512425,Active
POINT (-73.94941618857031 40.80720081740875),Strada,1503058,-73.9494161886,40.8072008174,Active
POINT (-73.9530208098704 40.587206803530606),Strada,3343066,-73.9530208099,40.5872068035,Active
POINT (-73.90104620597397 40.885280512001096),Strada,2263002,-73.901046206,40.885280512,Active
POINT (-73.76427933953156 40.71320571571429),Strada,4243121,-73.7642793395,40.7132057157,Active
POINT (-73.8253184755736 40.69008233016874),Strada,4293132,-73.8253184756,40.6900823302,Active
POINT (-73.94360467578797 40.70166317204327),Strada,3193121,-73.9436046758,40.701663172,Active
POINT (-73.94769570420314 40.70394847515452),Strada,3283077,-73.9476957042,40.7039484752,Active
POINT (-73.91310317426434 40.700711467540785),Strada,3303049,-73.9131031743,40.7007114675,Active
POINT (-73.94912683748383 40.781292480184234),Strada,1264928,-73.9491268375,40.7812924802,Active
POINT (-73.94612492329324 40.785807410791485),Strada,1263082,-73.9461249233,40.7858074108,Active
POINT (-73.9242765811951 40.771792845977444),Strada,4233179,-73.9242765812,40.771792846,Active
POINT (-74.13137976597731 40.61294330226582),Strada,5063023,-74.131379766,40.6129433023,Active
POINT (-74.13009576501432 40.626215656820015),Strada,5043064,-74.130095765,40.6262156568,Active
POINT (-74.13380777987565 40.63727954212608),Strada,5013010,-74.1338077799,40.6372795421,Active
POINT (-74.1225122891313 40.634069033252885),Strada,5043040,-74.1225122891,40.6340690333,Active
POINT (-74.10970798735468 40.634778085612716),Strada,5043057,-74.1097079874,40.6347780856,Active
POINT (-74.10511673248045 40.634756277479894),Strada,5043046,-74.1051167325,40.6347562775,Active
POINT (-74.1058795354563 40.63464911816562),Strada,5043043,-74.1058795355,40.6346491182,Active
POINT (-74.09719012362125 40.633803376873395),Strada,5043045,-74.0971901236,40.6338033769,Active
POINT (-74.11492919511377 40.629034053721185),Strada,5043002,-74.1149291951,40.6290340537,Active
POINT (-74.10854666242912 40.630119484190466),Strada,5043012,-74.1085466624,40.6301194842,Active
POINT (-74.07705353440865 40.62649316752184),Strada,5033009,-74.0770535344,40.6264931675,Active
POINT (-74.07449603828815 40.62932613763202),Strada,5033026,-74.0744960383,40.6293261376,Active
POINT (-74.07933058879311 40.63795606436705),Strada,5023002,-74.0793305888,40.6379560644,Active
POINT (-74.0771846763296 40.638907683137774),Strada,5023040,-74.0771846763,40.6389076831,Active
POINT (-74.07743724068723 40.63942436258819),Strada,5023045,-74.0774372407,40.6394243626,Active
POINT (-74.07656274996462 40.64242328666238),Strada,5023033,-74.07656275,40.6424232867,Active
POINT (-74.07750150817455 40.6437981909323),Strada,5023030,-74.0775015082,40.6437981909,Active
POINT (-74.07622080407513 40.63832053210363),Strada,5023054,-74.0762208041,40.6383205321,Active
POINT (-74.07670651535356 40.64031690275117),Strada,5023050,-74.0767065154,40.6403169028,Active
POINT (-74.0753955534943 40.63995419878063),Strada,5023025,-74.0753955535,40.6399541988,Active
POINT (-73.84942058137815 40.57831461435073),Strada,4101300,-73.8494205814,40.5783146144,Active
POINT (-73.83674327022446 40.58210266315522),Strada,4101294,-73.8367432702,40.5821026632,Active
POINT (-73.97802978511459 40.74243589356632),Strada,1043026,-73.9780297851,40.7424358936,Active
POINT (-74.0741594342301 40.642556769591764),Strada,5790206,-74.0741594342,40.6425567696,Active
POINT (-73.82077640510144 40.824841363905655),Strada,2162890,-73.8207764051,40.8248413639,Active
POINT (-73.99567233144285 40.76425016884644),Strada,1403146,-73.9956723314,40.7642501688,Active
POINT (-73.98829543748373 40.74722173929619),Strada,1443664,-73.9882954375,40.7472217393,Active
POINT (-73.98156558902822 40.75633693431123),Strada,1433029,-73.981565589,40.7563369343,Active
POINT (-73.98123388645224 40.76370862006842),Strada,1433155,-73.9812338865,40.7637086201,Active
POINT (-73.97321339845465 40.79241406425721),Strada,1218158,-73.9732133985,40.7924140643,Active
POINT (-74.00936062704506 40.63044374114995),Strada,3441570,-74.009360627,40.6304437412,Active
POINT (-73.84632089321224 40.844712730661975),Strada,2162816,-73.8463208932,40.8447127307,Active
POINT (-73.86531112500411 40.735805051620765),Strada,4413142,-73.865311125,40.7358050516,Active
POINT (-73.83716099609026 40.83974344304619),Strada,2162827,-73.8371609961,40.839743443,Active
POINT (-73.8814097817151 40.73526624166864),Strada,4413002,-73.8814097817,40.7352662417,Active
POINT (-73.88417990378461 40.74544062921528),Strada,4413096,-73.8841799038,40.7454406292,Active
POINT (-73.87331571861114 40.73551073156721),Strada,4413053,-73.8733157186,40.7355107316,Active
POINT (-73.88216131319027 40.74262971040666),Strada,4413065,-73.8821613132,40.7426297104,Active
POINT (-73.88778427827728 40.74505374996825),Strada,4413079,-73.8877842783,40.74505375,Active
POINT (-73.84278572808272 40.671367543354236),Strada,4443160,-73.8427857281,40.6713675434,Active
POINT (-73.83676005381999 40.68214952891052),Strada,4443050,-73.8367600538,40.6821495289,Active
POINT (-73.8441204889932 40.680305507145356),Strada,4443071,-73.844120489,40.6803055071,Retired
POINT (-73.87237168690189 40.75428060389811),Strada,4221240,-73.8723716869,40.7542806039,Active
POINT (-73.7381609713956 40.71797159593759),Strada,4303021,-73.7381609714,40.7179715959,Active
POINT (-73.84038540344557 40.662025083424524),Strada,4443148,-73.8403854034,40.6620250834,Active
POINT (-73.84350361409327 40.67182795312837),Strada,4443166,-73.8435036141,40.6718279531,Active
POINT (-73.90126749713554 40.71529820797287),Strada,4263037,-73.9012674971,40.715298208,Active
POINT (-74.02723078600437 40.633033853045674),Strada,3423019,-74.027230786,40.633033853,Active
POINT (-74.01590287470061 40.63982959768646),Strada,3423005,-74.0159028747,40.6398295977,Active
POINT (-73.99534682487486 40.683352627148906),Strada,3183019,-73.9953468249,40.6833526271,Active
POINT (-73.99470179350382 40.68468882320317),Strada,3183014,-73.9947017935,40.6846888232,Active
POINT (-73.99405292805916 40.68634611498099),Strada,3183010,-73.9940529281,40.686346115,Active
POINT (-73.99988332419622 40.613473475522326),Strada,3493029,-73.9998833242,40.6134734755,Active
POINT (-74.0318852973425 40.621676901730375),Strada,3423035,-74.0318852973,40.6216769017,Active
POINT (-74.02729243789874 40.632475043702),Strada,3423066,-74.0272924379,40.6324750437,Active
POINT (-73.95155362803752 40.585918521222695),Strada,3343030,-73.951553628,40.5859185212,Active
POINT (-73.93936824028549 40.699690613872185),Strada,3193047,-73.9393682403,40.6996906139,Active
POINT (-73.99483828621176 40.63523836529954),Strada,3493040,-73.9948382862,40.6352383653,Active
POINT (-73.99473997389055 40.63727387214446),Strada,3493060,-73.9947399739,40.6372738721,Active
POINT (-73.97041655044829 40.60433584364882),Strada,3483025,-73.9704165504,40.6043358436,Active
POINT (-73.97896665791257 40.604796035334395),Strada,3483057,-73.9789666579,40.6047960353,Active
POINT (-73.97315259707133 40.60450394848465),Strada,3483049,-73.9731525971,40.6045039485,Active
POINT (-73.96633447522257 40.69346176405117),Strada,3353006,-73.9663344752,40.6934617641,Active
POINT (-73.99372668340094 40.61550647812326),Strada,3453017,-73.9937266834,40.6155064781,Active
POINT (-73.92291962698695 40.70168295202784),Strada,3303017,-73.922919627,40.701682952,Active
POINT (-73.87939406153816 40.87400624334946),Strada,2073059,-73.8793940615,40.8740062433,Active
POINT (-73.96259402108423 40.67219693789831),Strada,3523001,-73.9625940211,40.6721969379,Inactive
POINT (-73.86954607221845 40.748678688081284),Strada,4221271,-73.8695460722,40.7486786881,Active
POINT (-73.98557923678676 40.730925983120706),Strada,1043086,-73.9855792368,40.7309259831,Active
POINT (-73.98521257992937 40.76841408362835),Strada,1403097,-73.9852125799,40.7684140836,Active
POINT (-73.99442676889258 40.76634796627243),Strada,1403137,-73.9944267689,40.7663479663,Active
POINT (-73.9893087169938 40.72650913454859),Strada,1043116,-73.989308717,40.7265091345,Active
POINT (-73.99019386864151 40.73155539349786),Strada,1153006,-73.9901938686,40.7315553935,Active
POINT (-74.00959258327892 40.715202777420686),Strada,1113039,-74.0095925833,40.7152027774,Active
POINT (-74.00720122015716 40.705427536114534),Strada,1113084,-74.0072012202,40.7054275361,Active
POINT (-74.00252997170954 40.73909222965614),Strada,1413028,-74.0025299717,40.7390922297,Active
POINT (-73.97468783346062 40.75261920286009),Strada,1433299,-73.9746878335,40.7526192029,Active
POINT (-73.97415718107789 40.758949211027705),Strada,1433366,-73.9741571811,40.758949211,Active
POINT (-73.98217080083015 40.7645408355913),Strada,1433415,-73.9821708008,40.7645408356,Active
POINT (-73.97023073925524 40.75927837215763),Strada,1433725,-73.9702307393,40.7592783722,Active
POINT (-73.97677864294022 40.756381309288656),Strada,1433761,-73.9767786429,40.7563813093,Active
POINT (-73.99652590101341 40.74197135612627),Strada,1453062,-73.996525901,40.7419713561,Active
POINT (-73.98706948307517 40.737228818294845),Strada,1453094,-73.9870694831,40.7372288183,Active
POINT (-73.98821310558878 40.737449678846794),Strada,1453262,-73.9882131056,40.7374496788,Active
POINT (-73.99615371523439 40.73848775013744),Strada,1453302,-73.9961537152,40.7384877501,Active
POINT (-73.94094911791318 40.805474272869944),Strada,1503028,-73.9409491179,40.8054742729,Active
POINT (-73.99801722754044 40.72384740368587),Strada,1473037,-73.9980172275,40.7238474037,Active
POINT (-73.97091219037469 40.79419394118156),Strada,1038132,-73.9709121904,40.7941939412,Active
POINT (-73.96903493067617 40.79571255861926),Strada,1038138,-73.9690349307,40.7957125586,Active
POINT (-73.85684646940223 40.73229799299451),Strada,4451797,-73.8568464694,40.732297993,Active
POINT (-73.9695882244649 40.75320852186655),Strada,1433701,-73.9695882245,40.7532085219,Active
POINT (-74.00628206491571 40.71004634153672),Strada,1483007,-74.0062820649,40.7100463415,Active
POINT (-74.0092390546852 40.704267020248395),Strada,1483099,-74.0092390547,40.7042670202,Active
POINT (-73.93181467134076 40.85154971603467),Strada,1058327,-73.9318146713,40.851549716,Active
POINT (-73.94721361442438 40.830576761527254),Strada,1228447,-73.9472136144,40.8305767615,Active
POINT (-73.91859578352748 40.839415614232706),Strada,2043014,-73.9185957835,40.8394156142,Active
POINT (-73.83289625728293 40.84720459163477),Strada,2313023,-73.8328962573,40.8472045916,Active
POINT (-73.94796812430704 40.59982149855078),Strada,3063089,-73.9479681243,40.5998214986,Active
POINT (-73.93867531282076 40.851077982262936),Strada,1058384,-73.9386753128,40.8510779823,Active
POINT (-73.90379681076523 40.88096562862504),Strada,2262757,-73.9037968108,40.8809656286,Active
POINT (-73.93799915704115 40.80090325658705),Strada,1208073,-73.937999157,40.8009032566,Active
POINT (-73.86291299000428 40.84029316301226),Strada,2173046,-73.86291299,40.840293163,Active
POINT (-73.94658150331239 40.82680471514053),Strada,1369632,-73.9465815033,40.8268047151,Active
POINT (-73.92435836267548 40.7021693690533),Strada,3303015,-73.9243583627,40.7021693691,Active
POINT (-73.99873699458333 40.620285605493855),Strada,3493009,-73.9987369946,40.6202856055,Active
POINT (-73.85762735455828 40.728658782415714),Strada,4173081,-73.8576273546,40.7286587824,Active
POINT (-73.84924082224549 40.72427858500199),Strada,4173054,-73.8492408222,40.724278585,Active
POINT (-73.86316008407289 40.73158802488894),Strada,4173103,-73.8631600841,40.7315880249,Active
POINT (-73.90283619252631 40.746661782840086),Strada,4203068,-73.9028361925,40.7466617828,Active
POINT (-73.82700531886164 40.686048234255146),Strada,4293043,-73.8270053189,40.6860482343,Active
POINT (-73.80515946949775 40.762873315925376),Strada,4283064,-73.8051594695,40.7628733159,Active
POINT (-73.80387108309588 40.76176762645515),Strada,4283074,-73.8038710831,40.7617676265,Active
POINT (-73.90392706595843 40.745478785145714),Strada,4203031,-73.903927066,40.7454787851,Active
POINT (-73.83196057748822 40.68819614221667),Strada,4293021,-73.8319605775,40.6881961422,Active
POINT (-73.8211533813354 40.687338970420846),Strada,4293060,-73.8211533813,40.6873389704,Active
POINT (-73.8574686016822 40.69255897444891),Strada,4313050,-73.8574686017,40.6925589744,Active
POINT (-73.88930939126668 40.74596114690142),Strada,4413073,-73.8893093913,40.7459611469,Active
POINT (-73.87967374230107 40.74095037290159),Strada,4413061,-73.8796737423,40.7409503729,Active
POINT (-73.89584296689901 40.74632365415356),Strada,4203043,-73.8958429669,40.7463236542,Active
POINT (-73.80289726235397 40.76102386225584),Strada,4283100,-73.8028972624,40.7610238623,Active
POINT (-73.85616049091996 40.69274406583007),Strada,4313018,-73.8561604909,40.6927440658,Active
POINT (-73.81659109650523 40.689247593577754),Strada,4293101,-73.8165910965,40.6892475936,Active
POINT (-73.83020102689626 40.700112737097484),Strada,4463021,-73.8302010269,40.7001127371,Active
POINT (-73.8747874481834 40.73631282496189),Strada,4413126,-73.8747874482,40.736312825,Active
POINT (-73.83524253495229 40.682713900273804),Strada,4443083,-73.835242535,40.6827139003,Active
POINT (-73.88603675205134 40.75558291679751),Strada,4391232,-73.8860367521,40.7555829168,Active
POINT (-73.71065952966494 40.727733926485655),Strada,4303060,-73.7106595297,40.7277339265,Active
POINT (-73.83047152313146 40.684920024969465),Strada,4443096,-73.8304715231,40.684920025,Active
POINT (-73.83365744689975 40.68397101243957),Strada,4443039,-73.8336574469,40.6839710124,Active
POINT (-73.82081482612527 40.725202954519446),Strada,4512471,-73.8208148261,40.7252029545,Active
POINT (-73.74791423758316 40.71555929940106),Strada,4303033,-73.7479142376,40.7155592994,Active
POINT (-73.85764862384131 40.72856731600995),Strada,4173119,-73.8576486238,40.728567316,Active
POINT (-73.81488190429977 40.73747137073839),Strada,4512490,-73.8148819043,40.7374713707,Active
POINT (-73.82043482207965 40.82456546039109),Strada,2162891,-73.8204348221,40.8245654604,Active
POINT (-73.91701408335507 40.84959540798794),Strada,2193006,-73.9170140834,40.849595408,Active
POINT (-73.95076360467162 40.661200285168405),Strada,3403115,-73.9507636047,40.6612002852,Active
POINT (-73.83268490464027 40.83532108377062),Strada,2162838,-73.8326849046,40.8353210838,Active
POINT (-73.98530832090347 40.74378690372006),Strada,1443480,-73.9853083209,40.7437869037,Active
POINT (-73.98789311113914 40.75456940408614),Strada,1443302,-73.9878931111,40.7545694041,Active
POINT (-73.98934570720024 40.75260019427833),Strada,1443308,-73.9893457072,40.7526001943,Active
POINT (-73.99081668464648 40.74460252868329),Strada,1443531,-73.9908166846,40.7446025287,Active
POINT (-74.00651733913463 40.7094278674418),Strada,1483087,-74.0065173391,40.7094278674,Active
POINT (-73.9412922950787 40.798963730161155),Strada,1289732,-73.9412922951,40.7989637302,Active
POINT (-73.99114325898867 40.719282934888795),Strada,1023033,-73.991143259,40.7192829349,Active
POINT (-73.97909943239246 40.74988665278462),Strada,1443334,-73.9790994324,40.7498866528,Active
POINT (-73.95972231824656 40.65443961094483),Strada,3043018,-73.9597223182,40.6544396109,Active
POINT (-73.97817875037786 40.67084077689249),Strada,3179389,-73.9781787504,40.6708407769,Active
POINT (-73.8866646657337 40.75532772864692),Strada,4391215,-73.8866646657,40.7553277286,Active
POINT (-73.97612022115413 40.67307177097885),Strada,3179393,-73.9761202212,40.673071771,Active
POINT (-73.81441593601333 40.690238918142285),Strada,4293093,-73.814415936,40.6902389181,Active
POINT (-73.99450715351723 40.716648708014525),Strada,1023097,-73.9945071535,40.716648708,Active
POINT (-73.98523869137496 40.76034205743338),Strada,1433798,-73.9852386914,40.7603420574,Active
POINT (-73.85114609251556 40.72535944768278),Strada,4173046,-73.8511460925,40.7253594477,Active
POINT (-73.97625586118701 40.76217592042192),Strada,1433083,-73.9762558612,40.7621759204,Active
POINT (-73.85067990404974 40.69411952046795),Strada,4313068,-73.850679904,40.6941195205,Active
POINT (-73.92878805740021 40.61903564376409),Strada,3333110,-73.9287880574,40.6190356438,Active
POINT (-73.8830054794524 40.88054839356462),Strada,2073049,-73.8830054795,40.8805483936,Active
POINT (-73.98203552573408 40.666474456450366),Strada,3179758,-73.9820355257,40.6664744565,Active
